	Step ID	Problem Hierarchy	Problem Name	Max Problem View	Step Name	Avg Incorrects	Avg Hints	Avg Corrects	% First Attempt Incorrects	% First Attempt Hints	% First Attempt Corrects	Avg Step Duration (sec)	Avg Correct Step Duration (sec)	Avg Error Step Duration (sec)	Total Students	Total Opportunities	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)
14	84ba527d292f1cc07887f3e872979276	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_18	2.0	q1_A UpdateRadioButton	0.5052	0.0619	1.0825	45.3608	1.0309	53.6082	8.649	2.654	15.578	93	97	equilibrium condition	direction of friction				
15	eb78f5e8bf461919a1d89ccd4ff26737	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_18	3.0	q2_B UpdateRadioButton	0.41	0.07	1.06	34.0	1.0	65.0	16.919	6.367	36.214	93	100	Correct answer identification	Selecting correct option	Pythagorean theorem			
16	1e6a5515502e536e4d8f8a535ad4434d	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_18	2.0	q3_C UpdateRadioButton	0.5417	0.0208	1.0938	47.9167	0.0	52.0833	8.635	5.5	12.043	93	96	Comprehending Symbols	Selecting correct option	Correct answer identification			
17	92b36de2c153f5da439e9ec6268eb635	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_19	2.0	q1_A UpdateRadioButton	0.2745	0.0196	1.0	27.451	1.9608	70.5882	2.99	1.667	6.167	49	51	equilibrium condition	direction of friction				
18	e41381d9a800bc2e56c280425dcd43a6	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_19	2.0	q2_B UpdateRadioButton	0.3333	0.0196	1.0392	31.3725	1.9608	66.6667	7.392	5.412	11.353	49	51	Comprehending Symbols	Selecting correct option	Correct answer identification			
19	81181575148a1441326b65cc9c800a5f	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_19	2.0	q3_C UpdateRadioButton	0.3333	0.0196	1.0196	31.3725	0.0	68.6275	5.5	4.6	7.469	49	51	Comprehending Symbols	two-force member definition 1	Selecting correct option	Correct answer identification		
20	b808b226d69d3ce310bf8e6b68b0bd64	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_20	1.0	q1_A UpdateRadioButton	0.2041	0.0612	1.0204	18.3673	0.0	81.6327	4.98	1.775	19.222	49	49	equilibrium condition	direction of friction				
21	1427088075dad9f2ab820feeb52ee46b	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_20	1.0	q2_B UpdateRadioButton	0.3673	0.0816	1.0408	32.6531	2.0408	65.3061	9.633	4.031	20.176	49	49	two-force member definition 1	Selecting correct option	Correct answer identification			
22	910d5e874300d3cfaaf50a3def0eaaad	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_20	1.0	q3_C UpdateRadioButton	0.2653	0.0	1.0	26.5306	0.0	73.4694	4.857	3.778	7.846	49	49	Comprehending Symbols					
23	535ab2e3f0f0d402b1044ceef832680c	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_21	7.0	q1_A UpdateNumberField	1.3871	0.6452	0.8065	36.5591	25.8065	37.6344	82.796	6.514	128.828	77	93	direction of friction	trigonometric functions 1	Understanding context			
24	f20b0cf9cd0e1d0dc5536f2f6e7b3231	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_21	7.0	q1_B UpdateNumberField	0.2857	0.2857	0.9481	11.6883	19.4805	68.8312	58.429	49.415	78.333	72	77	direction of friction	Understanding context				
25	fd19f43a2988fcf8a69e81fb43a7a4e2	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_21	7.0	q2_C UpdateNumberField	0.9868	0.1842	0.8816	38.1579	3.9474	57.8947	107.04	72.864	155.548	69	76	free body diagram 1	Calculating friction force				
26	9040753060a42160cfe214fcbec5d6b6	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_21	7.0	q2_D UpdateNumberField	0.8919	0.0811	0.9189	39.1892	4.0541	56.7568	46.473	27.714	71.094	68	74	free body diagram 1	Calculating friction force				
27	dbd97abff6180a4504347b6b36cab20d	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_21	6.0	q3_E UpdateNumberField	0.5	0.0294	0.9706	26.4706	1.4706	72.0588	48.397	35.143	82.579	66	68	free body diagram 1	Calculating friction force				
28	d48f68198a5ef026a10f964076599977	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_21	6.0	q3_F UpdateNumberField	0.7794	0.0882	1.0	38.2353	2.9412	58.8235	58.985	36.65	90.893	65	68	free body diagram 1	Calculating friction force				
29	a3110d92cb093fa5c82be5707564839c	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_21	6.0	q4_G UpdateNumberField	0.1818	0.1061	0.9848	12.1212	1.5152	86.3636	43.0	34.386	97.556	65	66	trigonometric functions 1	free body diagram 1				
30	3b88420553c2af55d106f438de437c3e	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_21	9.0	q5_H UpdateNumberField	2.5977	3.8276	0.5747	58.6207	26.4368	14.9425	218.453	99.692	239.603	63	87	equilibrium condition	direction of friction	free body diagram 1			
31	c759ea83551eb6c17f49c162c8c298c1	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_22	16.0	q1_A UpdateNumberField	0.9821	3.3214	0.5179	32.1429	53.5714	14.2857	98.6	0.5	115.298	30	56						
32	7abd8ccf022f563fc3e30a0f54379e19	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_22	26.0	q1_B UpdateNumberField	8.3333	3.0926	0.5926	24.0741	66.6667	9.2593	184.811	108.2	192.792	27	54						
33	de62a162f1228818737b15ef4b9cd7d8	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_23	32.0	q1_A UpdateNumberField	0.3978	2.0968	0.172	16.129	76.3441	7.5269	61.065	93.286	58.442	23	93						
34	2048125a946dddf221e65fe646997492	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_23	23.0	q2_B UpdateNumberField	1.7931	3.4138	0.7586	51.7241	10.3448	37.931	134.483	7.364	212.167	23	29						
35	8bf95124aa80bd63777a3d1afb813b31	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_23	7.0	q3_C UpdateNumberField	5.5714	4.5714	0.6429	28.5714	64.2857	7.1429	161.917	6.0	176.091	13	14						
36	b7b47c4dfdea284043b4a84103bfb9b9	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_23	7.0	q4_D UpdateNumberField	2.75	1.6667	0.75	58.3333	0.0	41.6667	207.5	37.2	329.143	11	12						
37	fa63455c132d3aa185e2dcbba308bad9	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_24	24.0	q1_A UpdateNumberField	1.1	4.1417	0.3417	30.0	61.6667	8.3333	172.833	0.0	188.545	57	120	direction of friction	Understanding context				
38	415ca1ccedf4d17d9c9d8e0de5cb52b3	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_24	21.0	q2_B UpdateNumberField	1.3333	6.1579	0.5789	43.8596	42.1053	14.0351	228.304	134.625	243.917	43	57	equilibrium condition	free body diagram 1				
39	557096e9848673805a3dd5e6673decd0	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_25	15.0	q1_A UpdateNumberField	0.3488	2.1395	0.2326	2.3256	86.0465	11.6279	71.14	41.4	75.053	15	43	direction of friction					
40	f782371e190025823b3a16d884b7c0fb	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_25	8.0	q2_B UpdateNumberField	0.4167	0.4167	0.9167	25.0	0.0	75.0	59.75	49.0	92.0	11	12	free body diagram 1					
41	a9b659d3b2af4e0a240d50f6b7b6aaf7	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Center of Gravity and Centroid	tutor_08_25	8.0	q3_A UpdateShortAnswer	0.0	0.1429	1.0	0.0	14.2857	85.7143	49.429	42.167	93.0	7	7	multiple choice	Hotspot selection	direction of friction	moment of couple	Unknown Forces	
42	18bb0a487db239c92237c41964ddf1c5	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	1.0	q1_i1 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	15.5	15.5		1	1	trigonometric functions 2					
43	5a1e23897cacd371c3aa5722fcd50ea0	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	6.0	q1_i1 UpdateComboBox	0.0783	0.0	0.9217	7.8341	0.0	92.1659	6.269	6.23	6.718	217	217	trigonometric functions 2					
44	93dd2153219b9b3b50a13db3e7783d2e	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	6.0	q2_i1 UpdateNumberField	0.3041	0.0	0.6959	30.4147	0.0	69.5853	6.269	6.412	5.95	217	217	trigonometric functions 1	Understanding context				
45	fd5d117e4b431cd2053f758d22489672	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	1.0	q2_i1 UpdateNumberField	0.0	0.0	1.0	0.0	0.0	100.0	106.333	106.333		1	1	trigonometric functions 1	Understanding context				
46	a7e9f994c240ff23979c56e64dbbc9ab	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	6.0	q2_i2 UpdateNumberField	0.318	0.0	0.682	31.7972	0.0	68.2028	6.269	6.508	5.77	217	217	moment of couple	trigonometric functions 1	Understanding context			
47	d08691efddf1ffa16fccdf28e444477b	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	1.0	q2_i2 UpdateNumberField	0.0	0.0	1.0	0.0	0.0	100.0	106.333	106.333		1	1	moment of couple	trigonometric functions 1	Understanding context			
48	a931843e6084cfaebeec1ec295e5e6af	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	6.0	q3_i1 UpdateNumberField	0.3272	0.0	0.6728	32.7189	0.0	67.2811	6.269	6.301	6.201	217	217	direction of friction	Sense of Force	Understanding context			
49	ce7e063ae76a1e5e8771fd59996c5321	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	1.0	q3_i1 UpdateNumberField	0.0	0.0	2.0	0.0	0.0	100.0	53.667	53.667		1	1	direction of friction	Sense of Force	Understanding context			
50	8adb849a627b707cb12369f5b377d6aa	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	1.0	q3_i2 UpdateNumberField	1.0	0.0	1.0	100.0	0.0	0.0	53.667		53.667	1	1	direction of friction	trigonometric functions 1	Understanding context			
51	a4b481b23e0d966eaddcabad5efbe076	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	6.0	q3_i2 UpdateNumberField	0.2396	0.0	0.7604	23.9631	0.0	76.0369	6.269	6.33	6.077	217	217	direction of friction	trigonometric functions 1	Understanding context			
52	0c5b11d5f46b190f0044574a5bb9a75d	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	6.0	q4_i1 UpdateComboBox	0.0276	0.0	0.9724	2.765	0.0	97.235	6.269	5.932	17.883	217	217	Unknown Forces	multiple choice	trigonometric functions 2			
53	242e42c0766a56bb6a7e243259835f80	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	1.0	q4_i1 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	11.2	11.2		1	1	Unknown Forces	multiple choice	trigonometric functions 2			
54	0298e40d1e985b89391cd403993295d2	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	6.0	q4_i2 UpdateComboBox	0.0461	0.0	0.9539	4.6083	0.0	95.3917	6.269	6.272	6.19	217	217	multiple choice	trigonometric functions 2				
55	70b9fe7f6600360730a3178503740742	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	1.0	q4_i2 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	11.2	11.2		1	1	multiple choice	trigonometric functions 2				
56	5eddebdeb65b5515a2567527782b79b8	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	6.0	q4_i3 UpdateComboBox	0.1751	0.0	0.8249	17.5115	0.0	82.4885	6.269	6.089	7.122	217	217	multiple choice	trigonometric functions 2				
57	6bddcbed2ce4d1918107dc6a2af6e376	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	_m8_assess	1.0	q4_i3 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	11.2	11.2		1	1	multiple choice	trigonometric functions 2				
58	0a00b9bf0913a889576d8819cdf17ab7	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_01	2.0	q1_F UpdateComboBox	0.9394	0.2208	0.987	49.7835	5.6277	44.5887	18.342	0.107	33.016	223	231	equilibrium condition	Unknown Forces				
59	4901596d283eeecaaa26d7f712fce9d2	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_01	2.0	q2_E UpdateComboBox	0.3211	0.0596	0.9862	26.6055	3.211	70.1835	40.101	33.673	55.231	216	218	Pythagorean theorem	trigonometric functions 2				
60	1b68ebf545c7a33c8c528f677076928a	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_01	3.0	q3_A UpdateComboBox	0.3839	0.109	0.9953	16.1137	2.3697	81.5166	38.844	29.483	80.128	209	211	trigonometric functions 2	free body diagram 1				
61	aea94311a064f337d00795f0f6b408ca	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_01	3.0	q3_B UpdateComboBox	0.3558	0.0096	1.0	25.0	0.4808	74.5192	10.217	7.565	17.925	207	208	equilibrium condition	trigonometric functions 2	free body diagram 1			
62	336652542a16073fedb0a95fdd38f98e	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_01	3.0	q3_C UpdateComboBox	0.1244	0.0383	0.9952	5.7416	0.9569	93.3014	8.722	5.769	49.857	208	209	Comprehending Symbols	trigonometric functions 2				
63	b6b3dd17ac4eae333adc777adfe845a4	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_01	3.0	q3_D UpdateComboBox	0.1731	0.024	1.0048	11.0577	0.9615	87.9808	7.966	6.131	21.4	207	208	understanding question context 1	Comprehending Symbols	free body diagram 1			
64	b9356e0d9a309e43fbbf5792004d76fd	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_02	2.0	q1_A UpdateComboBox	0.8116	0.0652	1.0	46.3768	1.4493	52.1739	8.558	1.431	16.333	133	138	equilibrium condition					
65	bdbd5f985990e81a4bb2ed5a356db45d	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_02	2.0	q2_A UpdateHotspotSingle	0.315	0.0551	1.0866	24.4094	0.7874	74.8031	27.819	25.705	34.094	122	127	trigonometric functions 1					
66	46b63f12f14fe2a84ce2051b9befe991	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_03	3.0	q1_A UpdateComboBox	0.6475	0.0576	1.0	57.554	0.7194	41.7266	12.273	0.414	20.765	132	139	equilibrium condition	Evaluate options 1				
67	0d904661b286a4a4eaca4a8ab1239a6a	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_03	3.0	q2_B UpdateComboBox	0.3721	0.0853	1.0465	31.7829	0.7752	67.4419	24.794	22.081	30.625	128	129	equilibrium condition					
68	1fcdbf5f5e8c31daa716763bec1e81ad	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_03	3.0	q3_C UpdateHotspotSingle	0.811	0.0709	1.0157	74.0157	1.5748	24.4094	43.63	33.129	47.021	123	127	equilibrium condition	Unknown Forces				
69	d7890a189c0854d67802cfa0c5097685	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_03	4.0	q4_D UpdateComboBox	0.709	0.1791	1.0075	61.194	3.7313	35.0746	32.657	27.021	35.701	126	134	equilibrium condition	trigonometric functions 2				
70	38dc32fb9fd0981e85af5c535a5fb369	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_04	3.0	q1_A UpdateRadioButton	0.511	0.3524	1.0485	32.5991	18.5022	48.8987	25.264	0.919	48.56	205	227	force per length	Subsystem Interaction	trigonometric functions 2			
71	5426a9d55f951ad74af1267d95ab56fe	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_04	3.0	q2_B UpdateRadioButton	0.4818	0.2864	1.0182	34.5455	12.2727	53.1818	57.845	55.319	60.689	201	220	Subsystem Interaction	force per length	Comprehending Symbols	trigonometric functions 2		
72	d6d5087af47cc7de19d5beed7576f35b	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_04	3.0	q3_C UpdateRadioButton	0.432	0.1124	1.0533	27.2189	2.9586	69.8225	51.935	44.154	69.784	166	169	force per length	Subsystem Interaction	Comprehending Symbols			
73	b365935ca2e8defa655044f9392b66c6	(sequence) Statics, (unit) Complex Interactions Between Bodies, (module) Applications of Static Equivalency to Distributed Forces, (section1) Simplifying 3D loadings to 2D or 1D loading	tutor_08_04	2.0	q4_D UpdateRadioButton	0.3772	0.1317	1.0299	22.7545	7.1856	70.0599	28.599	25.333	36.24	164	167	force per length	two-force member definition 1	trigonometric functions 2			
