	Step ID	Problem Hierarchy	Problem Name	Max Problem View	Step Name	Avg Incorrects	Avg Hints	Avg Corrects	% First Attempt Incorrects	% First Attempt Hints	% First Attempt Corrects	Avg Step Duration (sec)	Avg Correct Step Duration (sec)	Avg Error Step Duration (sec)	Total Students	Total Opportunities	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)
10	e262a12c81204f3e796582a52b0ecabf	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q1_i1 UpdateRadioButton	0.107	0.0	0.893	10.6996	0.0	89.3004	0.44	0.494	0.0	239	243						
11	42e9b3682923bae6db68f14e81886208	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q20_i1 UpdateRadioButton	0.144	0.0	0.856	14.4033	0.0	85.5967	0.44	0.428	0.525	239	243						
12	7db241f9ff1a4d7e32b2a377a4cc9129	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q21_i1 UpdateRadioButton	0.1605	0.0	0.8395	16.0494	0.0	83.9506	0.44	0.347	0.865	239	243						
13	353f83654d62976c0e32a2d121e161b2	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q22_i1 UpdateRadioButton	0.4527	0.0	0.5473	45.2675	0.0	54.7325	0.44	0.352	0.58	239	243						
14	595b799533aa8041cb635e6e4ecaadd9	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q23_i1 UpdateRadioButton	0.0782	0.0	0.9218	7.8189	0.0	92.1811	0.44	0.441	0.426	239	243						
15	0192d938959d7925405fa1dbf4692c74	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q24_i1 UpdateRadioButton	0.2798	0.0	0.7202	27.9835	0.0	72.0165	0.44	0.489	0.278	239	243						
16	ac1ed6f079cbe0aace4578f80738b9a5	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q25_i1 UpdateRadioButton	0.4856	0.0	0.5144	48.5597	0.0	51.4403	0.44	0.507	0.362	239	243						
17	aa7b6ad4714440b3a573aa755d644297	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q26_i1 UpdateRadioButton	0.1111	0.0	0.8889	11.1111	0.0	88.8889	0.44	0.452	0.327	239	243						
18	78b18ef552e230bd6cbdd9e31e370882	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q27_i1 UpdateRadioButton	0.5844	0.0	0.4156	58.4362	0.0	41.5638	0.44	0.539	0.367	239	243						
19	65e325aac45be1fe46ceda1a73698e1c	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q28_i1 UpdateRadioButton	0.251	0.0	0.749	25.1029	0.0	74.8971	0.44	0.545	0.118	239	243						
20	f5311fc36b2bd463ffb37421d61eb918	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q29_i1 UpdateRadioButton	0.2593	0.0	0.7407	25.9259	0.0	74.0741	0.44	0.43	0.48	239	243						
21	bbe2615318e0e293b4587b093fc34c47	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q2_i1 UpdateRadioButton	0.2922	0.0	0.7078	29.2181	0.0	70.7819	0.44	0.431	0.462	239	243						
22	69abc248f559c26ec26d0bfce80cf5d3	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q30_i1 UpdateRadioButton	0.1193	0.0	0.8807	11.9342	0.0	88.0658	0.44	0.442	0.421	239	243						
23	459e767df37554515c8ce3413812ac55	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q31_i1 UpdateRadioButton	0.0864	0.0	0.9136	8.642	0.0	91.358	0.44	0.429	0.581	239	243						
24	796c80c0163a2029d5d9ea07b6e2dfae	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q32_i1 UpdateRadioButton	0.2263	0.0	0.7737	22.6337	0.0	77.3663	0.44	0.274	1.007	239	243						
25	4dbb4ab806b5acd5935c7caf62aed293	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q33_i1 UpdateRadioButton	0.2058	0.0	0.7942	20.5761	0.0	79.4239	0.44	0.363	0.75	239	243						
26	3bde7f05834b86eba6315150bd26ad7c	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q34_i1 UpdateRadioButton	0.1646	0.0	0.8354	16.4609	0.0	83.5391	0.44	0.434	0.477	239	243						
27	781b9564e4fc4e2b6003baca9195e6f3	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q35_i1 UpdateRadioButton	0.8477	0.0	0.1523	84.7737	0.0	15.2263	0.44	0.526	0.424	239	243						
28	530b1e2137e0101ff9a56037a086950b	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q36_i1 UpdateRadioButton	0.5185	0.0	0.4815	51.8519	0.0	48.1481	0.44	0.376	0.495	239	243						
29	59807af4b7bb86d8c76b28cd1652b726	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q37_i1 UpdateRadioButton	0.6872	0.0	0.3128	68.7243	0.0	31.2757	0.44	0.403	0.456	239	243						
30	d1dede4525eff6706f6542af85e58c0b	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q38_i1 UpdateRadioButton	0.3539	0.0	0.6461	35.3909	0.0	64.6091	0.44	0.352	0.613	239	243						
31	8ec4cedd9978bac61b52d704ffd86ae8	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q39_i1 UpdateRadioButton	0.3909	0.0	0.6091	39.0947	0.0	60.9053	0.44	0.335	0.628	239	243						
32	779677842e68f10abe8928789c3ec7af	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q3_i1 UpdateRadioButton	0.4362	0.0	0.5638	43.6214	0.0	56.3786	0.44	0.522	0.31	239	243						
33	03d75d6c980de2492920a5a925605fbc	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q40_i1 UpdateRadioButton	0.0864	0.0	0.9136	8.642	0.0	91.358	0.44	0.428	0.71	239	243						
34	0cad999b0ebd82dfd947149fd673cd54	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q4_i1 UpdateRadioButton	0.3868	0.0	0.6132	38.6831	0.0	61.3169	0.44	0.397	0.517	239	243						
35	77b88b7f0e54ce190a182b6101f2eca2	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q5_i1 UpdateRadioButton	0.3374	0.0	0.6626	33.7449	0.0	66.2551	0.44	0.215	0.929	239	243						
36	c7facffd2f0a123d8e8cc2e7b16fb144	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q6_i1 UpdateRadioButton	0.4403	0.0	0.5597	44.0329	0.0	55.9671	0.44	0.433	0.45	239	243						
37	8e3606e152c7b3d91f10d324210d3efa	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q7_i1 UpdateRadioButton	0.5473	0.0	0.4527	54.7325	0.0	45.2675	0.44	0.233	0.625	239	243						
38	d0d0aca4a58fbcfc1f513e01ade66022	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q8_i1 UpdateRadioButton	0.177	0.0	0.823	17.6955	0.0	82.3045	0.44	0.464	0.304	239	243						
39	8f5d0a3d3ebfe163e4d2952819aee515	(sequence) Psychology, (module) Psychology Post-Test	psych_gen	8.0	q9_i1 UpdateRadioButton	0.07	0.0	0.93	6.9959	0.0	93.0041	0.44	0.434	0.533	239	243						
40	0838b4719c7f83099b22cd99947e144e	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q10_i1 UpdateRadioButton	0.2725	0.0	0.7275	27.2459	0.0	72.7541	3.979	4.137	3.679	679	679						
41	6ffdd5dbd04f21e90de2ac5f849df125	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q11_i1 UpdateRadioButton	0.6274	0.0	0.3726	62.7393	0.0	37.2607	3.979	3.784	4.144	679	679						
42	0954ef48e19e3fe95c88fe066f890f6e	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q12_i1 UpdateRadioButton	0.377	0.0	0.623	37.7025	0.0	62.2975	3.979	3.879	4.147	679	679						
43	90d6e3b6d69f96068a826e648aa16bfb	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q13_i1 UpdateRadioButton	0.5832	0.0	0.4168	58.3211	0.0	41.6789	3.979	3.343	4.614	679	679						
44	c300017f310362a20d17156255ab76e0	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q14_i1 UpdateRadioButton	0.2518	0.0	0.7482	25.1841	0.0	74.8159	3.979	4.106	3.562	679	679						
45	fae7a3b92c6cc68dadcb2687ba8e6006	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q15_i1 UpdateRadioButton	0.2975	0.0	0.7025	29.7496	0.0	70.2504	3.979	4.135	3.703	679	679						
46	68e1f29f15de4e2aa772a3c661cdb19b	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q16_i1 UpdateRadioButton	0.5906	0.0	0.4094	59.0574	0.0	40.9426	3.979	4.252	3.76	679	679						
47	d685ab93d88f8bafafe18862038d25d6	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q17_i1 UpdateRadioButton	0.3785	0.0	0.6215	37.8498	0.0	62.1502	3.979	4.536	3.096	679	679						
48	cb4b237c878e4dddb7b623dbe66e8bee	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q18_i1 UpdateRadioButton	0.3093	0.0	0.6907	30.9278	0.0	69.0722	3.979	3.651	4.693	679	679						
49	58cb5fa5148c9f2dcc7b2e3a821aa886	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q19_i1 UpdateRadioButton	0.1193	0.0	0.8807	11.9293	0.0	88.0707	3.979	3.377	6.768	679	679						
50	a91a82230ec5ee29e4e5897f39fd30f0	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q1_i1 UpdateRadioButton	0.4418	0.0	0.5582	44.1826	0.0	55.8174	3.979	3.689	4.38	679	679						
51	990416adb811d150c026fb9fd1d815b2	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q20_i1 UpdateRadioButton	0.539	0.0	0.461	53.9028	0.0	46.0972	3.979	3.882	4.064	679	679						
52	331ec5759bf2c7b76d3c564304adf7d5	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q21_i1 UpdateRadioButton	0.2018	0.0	0.7982	20.1767	0.0	79.8233	3.979	3.729	4.919	679	679						
53	5e5ae43964ef0ceba068aeb43d8c53eb	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q22_i1 UpdateRadioButton	0.5022	0.0	0.4978	50.2209	0.0	49.7791	3.979	4.137	3.804	679	679						
54	c160418a1de3fbc16c0d0c0b383cf5b7	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q23_i1 UpdateRadioButton	0.3255	0.0	0.6745	32.5479	0.0	67.4521	3.979	3.608	4.786	679	679						
55	59f4feb2805965a76d140a82331a5ebe	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q24_i1 UpdateRadioButton	0.6024	0.0	0.3976	60.2356	0.0	39.7644	3.979	3.767	4.152	679	679						
56	776dde81c947b00f5a4228f909399802	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q25_i1 UpdateRadioButton	0.7865	0.0	0.2135	78.6451	0.0	21.3549	3.979	4.141	3.925	679	679						
57	117312a4c03e44e84fb527e09d07b238	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q26_i1 UpdateRadioButton	0.2356	0.0	0.7644	23.5641	0.0	76.4359	3.979	3.823	4.407	679	679						
58	0f86ffb029556c156700278d7fe97dbf	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q27_i1 UpdateRadioButton	0.7585	0.0	0.2415	75.8468	0.0	24.1532	3.979	2.984	4.325	679	679						
59	2dd56044283aec55e7ca0f08f41eaec1	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q28_i1 UpdateRadioButton	0.4256	0.0	0.5744	42.5626	0.0	57.4374	3.979	3.693	4.337	679	679						
60	02b49a5d9232af1df19ca12d54fb1561	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q29_i1 UpdateRadioButton	0.4566	0.0	0.5434	45.6554	0.0	54.3446	3.979	3.928	4.03	679	679						
61	3bf99657d466432dab421c705c885c38	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q2_i1 UpdateRadioButton	0.3461	0.0	0.6539	34.6097	0.0	65.3903	3.979	3.733	4.354	679	679						
62	eba42edbdf07dda4d28da2dcfd2701ac	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q30_i1 UpdateRadioButton	0.5155	0.0	0.4845	51.5464	0.0	48.4536	3.979	4.11	3.829	679	679						
63	704bc9bd4b711fd47115d4333d7468a6	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q31_i1 UpdateRadioButton	0.2106	0.0	0.7894	21.0604	0.0	78.9396	3.979	4.088	3.664	679	679						
64	e63b7b1084a4757943dc696c96638d7e	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q32_i1 UpdateRadioButton	0.2901	0.0	0.7099	29.0133	0.0	70.9867	3.979	3.58	4.846	679	679						
65	8cb8a602b7295cc0d0c114c2c190e3b4	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q33_i1 UpdateRadioButton	0.2916	0.0	0.7084	29.1605	0.0	70.8395	3.979	3.747	4.484	679	679						
66	a8ceab1a2011adcc58213e2bf7391d9e	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q34_i1 UpdateRadioButton	0.3402	0.0	0.6598	34.0206	0.0	65.9794	3.979	4.287	3.473	679	679						
67	05466f7e0d795a8528cc8adfe8be787c	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q35_i1 UpdateRadioButton	0.8513	0.0	0.1487	85.1252	0.0	14.8748	3.979	3.649	4.05	679	679						
68	ba579cc598f223e0ba03bfa1639a77a9	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q36_i1 UpdateRadioButton	0.5493	0.0	0.4507	54.9337	0.0	45.0663	3.979	4.0	3.955	679	679						
69	58d3d0448176910f54b60a441ff7143e	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q37_i1 UpdateRadioButton	0.7275	0.0	0.2725	72.7541	0.0	27.2459	3.979	3.153	4.266	679	679						
70	2cc3ed6d0245c080581d9ad2d19f797a	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q38_i1 UpdateRadioButton	0.4462	0.0	0.5538	44.6244	0.0	55.3756	3.979	4.194	3.741	679	679						
71	14f1ef122f6500606a3f7c7f15ecf049	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q39_i1 UpdateRadioButton	0.5567	0.0	0.4433	55.6701	0.0	44.3299	3.979	3.919	4.026	679	679						
72	9e64ef6e5ee43b516b759c5ea72ce228	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q3_i1 UpdateRadioButton	0.8336	0.0	0.1664	83.3579	0.0	16.6421	3.979	3.463	4.084	679	679						
73	29a2c27b29e6df075600288fcc4e4d92	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q40_i1 UpdateRadioButton	0.3726	0.0	0.6274	37.2607	0.0	62.7393	3.979	4.109	3.749	679	679						
74	580813bca0db5bc2a452e1b194e4dbf0	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q4_i1 UpdateRadioButton	0.8424	0.0	0.1576	84.2415	0.0	15.7585	3.979	2.671	4.36	679	679						
75	ca30c486af47fe569607afbf3150a885	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q5_i1 UpdateRadioButton	0.3152	0.0	0.6848	31.5169	0.0	68.4831	3.979	4.087	3.768	679	679						
76	94b835a3dd2d13c5bc308551076b8f25	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q6_i1 UpdateRadioButton	0.7555	0.0	0.2445	75.5523	0.0	24.4477	3.979	3.34	4.23	679	679						
77	660c42e31a249f325ba2e039642d3703	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q7_i1 UpdateRadioButton	0.5405	0.0	0.4595	54.0501	0.0	45.9499	3.979	4.345	3.657	679	679						
78	029308b46869d48c17bc145ed3147b75	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q8_i1 UpdateRadioButton	0.2828	0.0	0.7172	28.2769	0.0	71.7231	3.979	3.931	4.11	679	679						
79	612222e3b731bf070742db2ddb64068a	(sequence) Psychology, (module) Psychology Pre-Test	psych_gen	7.0	q9_i1 UpdateRadioButton	0.19	0.0	0.81	18.9985	0.0	81.0015	3.979	3.436	6.025	679	679						
80	29d91f10856c80ca9420bc677a3b5295	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.1b	2.0	q1_i1 UpdateRadioButton	0.0706	0.0	1.0088	5.1925	0.0	94.8075	0.296	0.074	4.337	1707	1714	Trial-and-error Learning	Understanding Targets				
81	dbb9c6ecfb84a6a3c944c0dd579847f7	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.2a	2.0	q1_i1 UpdateRadioButton	0.0967	0.0	1.0091	8.3434	0.0	91.6566	0.606	0.161	5.489	1652	1654	Trial-and-error Learning					
82	80bde4b8fa0f026ea8b32e0d7005c11a	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.2a	3.0	q2_i1 UpdateRadioButton	0.0552	0.0	1.0055	4.6061	0.0	95.3939	14.177	14.002	17.816	1648	1650	Trial-and-error Learning	Role of Amygdala				
83	088fcfeaff8e7a411a6eb36fe020a1ab	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.2a	2.0	q3_i1 UpdateRadioButton	0.0426	0.0	1.003	3.5888	0.0	96.4112	11.958	11.853	14.78	1644	1644	Trial-and-error Learning	brain injury effects	Role of Amygdala			
84	fa0b5dc7b5d3b8d392edc221e98b2267	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.3a	2.0	q1_i1 UpdateRadioButton	0.0618	0.0118	1.0062	5.0093	0.9895	94.0012	0.523	0.044	8.031	1604	1617	Trial-and-error Learning	Understanding Targets				
85	027c836a97af6b43bf619a67a6783583	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.3b	2.0	q1_i1 UpdateRadioButton	0.0582	0.0087	1.0074	3.9653	0.7435	95.2912	0.493	0.144	7.539	1606	1614	Alcohol consumption levels	Understanding Targets	Projective test of personality			
86	e05e468b785d9d098613620ebe2194b0	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.3d	3.0	q1_i1 UpdateRadioButton	0.236	0.0	1.0108	18.4645	0.0	81.5355	2.954	0.791	12.502	1568	1576	Trial-and-error Learning					
87	1bcb1df39b3ee44d43f7bcda6bf6e546	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.3d	2.0	q2_i1 UpdateRadioButton	0.1164	0.0	1.0123	6.4683	0.0	93.5317	29.767	29.008	40.918	1543	1546	Alcohol consumption levels					
88	e1d5385d7f6a87d480d9ba06167a2619	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.3d	2.0	q3_i1 UpdateRadioButton	0.2139	0.0	1.0019	13.8086	0.0	86.1914	29.453	27.503	41.619	1554	1557	MBSR program duration	Schema Development				
89	ca188b67497fca2cace744a84e332948	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.3d	4.0	q4_i1 UpdateRadioButton	0.4551	0.0	1.0167	29.1399	0.0	70.8601	47.379	44.348	54.783	1551	1558	Trial-and-error Learning	Alcohol consumption levels	matching_sense_to_signal			
90	41470311e9dc0348e71fda08bfd81603	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.3d	3.0	q5_i1 UpdateRadioButton	0.1401	0.0	1.0015	13.7881	0.0	86.2119	36.227	35.203	42.616	1374	1378	Trial-and-error Learning					
91	42780bf11698bbc218d77c2b3589c941	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.4a	3.0	q1_i1 UpdateRadioButton	0.493	0.0	1.0722	31.0139	0.0	68.9861	4.583	1.484	11.476	1502	1509	Trial-and-error Learning					
92	94a47cb1213ac4ae766226d4aac769b0	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.4b	2.0	q1_i1 UpdateRadioButton	0.1166	0.0	1.002	11.5952	0.0	88.4048	0.832	0.107	6.364	1490	1492	Trial-and-error Learning					
93	a407d8a09cd4a8b7666305fb13f52626	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.4b	2.0	q2_i1 UpdateRadioButton	0.2441	0.0	1.0013	24.1426	0.0	75.8574	12.068	9.284	20.808	1485	1487	Trial-and-error Learning					
94	a07548cacecd8e061e14d3a481d9621d	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.4b	2.0	q3_i1 UpdateRadioButton	0.1143	0.0	1.0088	11.2238	0.0	88.7762	11.6	10.557	19.855	1479	1479	Trial-and-error Learning					
95	6d09f910d1b156f0f6f0e853a0ca0ec9	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.4b	2.0	q4_i1 UpdateRadioButton	0.1986	0.0	0.9993	19.4576	0.0	80.5424	13.009	11.603	18.819	1472	1475	Trial-and-error Learning					
96	5b6712d1bb14f67f0f66b8058e0532a0	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.4c	3.0	q1_i1 UpdateRadioButton	0.3921	0.0	1.0188	29.5576	0.0	70.4424	2.316	0.126	7.535	1489	1492	Trial-and-error Learning	Groceries				
97	d090a3c3b1e6e17bd02d81b904be106d	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.4d	3.0	q1_i1 UpdateRadioButton	0.3133	0.0	1.0133	20.3333	0.0	79.6667	1.875	0.089	8.875	1495	1500	Trial-and-error Learning					
98	d694bc0227033e07de4a1ced873cb0b7	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_digt_3.4e	3.0	q1_i1 UpdateRadioButton	0.1143	0.0	1.0093	7.4419	0.0	92.5581	0.761	0.169	8.134	1500	1505	Trial-and-error Learning	Understanding Targets				
99	d4400aef4e7dfc1c33527793d2bbaf0f	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_lbd_3.1a_old	3.0	q1_i1 UpdateRadioButton	0.1039	0.0	1.0059	6.6901	0.0	93.3099	0.722	0.196	8.044	1699	1704	Trial-and-error Learning	brain injury effects	Understanding Targets			
100	a9bc2e1cf4899eca591fdf36c0d9c02e	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_lbd_3.1a_old	3.0	q2_i1 UpdateRadioButton	0.4334	0.0	1.0106	30.3582	0.0	69.6418	14.332	12.047	19.563	1696	1703	Trial-and-error Learning	brain injury effects	Understanding Targets			
101	9682f90f213aa5c9a427a319bff34722	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_lbd_3.1a_old	3.0	q3_i1 UpdateRadioButton	0.1878	0.0	1.0083	12.8766	0.0	87.1234	14.882	13.441	24.624	1688	1693	Trial-and-error Learning	Alcohol consumption levels	matching_sense_to_signal			
102	43d56bbfddd861523537be91603d9076	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_lbd_3.1a_old	3.0	q4_i1 UpdateRadioButton	0.2017	0.0	1.0101	14.2942	0.0	85.7058	17.216	15.853	25.394	1681	1686	Trial-and-error Learning	brain injury effects				
103	e632568b33556effeec4a9f59b9d3be5	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_lbd_3.1b	3.0	q1_i1 UpdateRadioButton	0.1393	0.007	1.0093	8.3575	0.6965	90.946	1.134	0.278	9.737	1710	1723	Trial-and-error Learning	Pattern of Knowledge				
104	70cad9576ab1c2c21affbbc7b667b512	(sequence) Psychology, (unit) Brains, Bodies, and Behavior, (module) Brain Regions	regions_lbd_3.1b	3.0	q2_i1 UpdateRadioButton	0.3302	0.0071	1.0065	19.3302	0.3525	80.3173	20.101	17.343	31.343	1695	1702	Trial-and-error Learning	Alcohol consumption levels				
