	Step ID	Problem Hierarchy	Problem Name	Max Problem View	Step Name	Avg Incorrects	Avg Hints	Avg Corrects	% First Attempt Incorrects	% First Attempt Hints	% First Attempt Corrects	Avg Step Duration (sec)	Avg Correct Step Duration (sec)	Avg Error Step Duration (sec)	Total Students	Total Opportunities	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)
13	75b380de9d4f660e8c3a2f9cdfd252e5	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q22_i1 UpdateRadioButton	0.3043	0.0	0.7478	27.8261	0.0	72.1739	0.035	0.0	0.136	115	115					
14	c2192c21e1c8d5b1092b9403a8f1dfbf	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q23_i1 UpdateRadioButton	0.3304	0.0	0.713	31.3043	0.0	68.6957	0.035	0.049	0.0	115	115					
15	be74d3280b96637b4cf10c0405b39fa8	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q24_i1 UpdateRadioButton	0.4696	0.0	0.5826	44.3478	0.0	55.6522	0.035	0.0	0.082	115	115					
16	7cf872971b8023281962d787bb30567e	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q25_i1 UpdateRadioButton	0.4435	0.0	0.6348	39.1304	0.0	60.8696	0.035	0.0	0.093	115	115					
17	8f1e1e38e2043a711edace5b7f47f671	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q26_i1 UpdateRadioButton	0.3043	0.0	0.7304	29.5652	0.0	70.4348	0.035	0.05	0.0	115	115					
18	6c6c8e4b08957eea2b04dda183f4fe59	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q27_i1 UpdateRadioButton	0.4522	0.0	0.6261	40.0	0.0	60.0	0.035	0.0	0.093	115	115					
19	d9893e95edf6fb5452ae61b80704ad9a	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q28_i1 UpdateRadioButton	0.313	0.0	0.7043	31.3043	0.0	68.6957	0.035	0.0	0.125	115	115					
20	b9c032f9efb36a1b02257222e73cdf7c	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q29_i1 UpdateRadioButton	0.313	0.0	0.7391	27.8261	0.0	72.1739	0.035	0.0	0.148	115	115					
21	7544a79c2c57955c19d81072065e977c	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q2_i1 UpdateRadioButton	0.3333	0.0	0.7094	32.4786	0.0	67.5214	0.034	0.0	0.099	117	117					
22	7868dac3791aeb82baed9fae2134110f	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q30_i1 UpdateRadioButton	0.3304	0.0	0.7217	30.4348	0.0	69.5652	0.035	0.0	0.125	115	115					
23	91fc9505afc8176bd28b593dad0689e6	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q31_i1 UpdateRadioButton	0.2435	0.0	0.7565	24.3478	0.0	75.6522	0.035	0.0	0.13	115	115					
24	228258d570254f97717252d12caa7921	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q32_i1 UpdateRadioButton	0.3304	0.0	0.7217	30.4348	0.0	69.5652	0.035	0.0	0.136	115	115					
25	e604ef702cfc1a8b262850ee91f2e7f2	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q33_i1 UpdateRadioButton	0.3913	0.0	0.6957	33.0435	0.0	66.9565	0.035	0.0	0.121	115	115					
26	bd6d1bc0f88ba2eb384cfdf3c54bca06	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q34_i1 UpdateRadioButton	0.2783	0.0	0.7391	26.9565	0.0	73.0435	0.035	0.0	0.136	115	115					
27	78d8b94511dfe461090d5a6c2f5d1dd8	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q35_i1 UpdateRadioButton	0.2696	0.0	0.7913	22.6087	0.0	77.3913	0.035	0.0	0.155	115	115					
28	c5bc27646d78b10803683e62e27fa715	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q36_i1 UpdateRadioButton	0.5913	0.0	0.4609	56.5217	0.0	43.4783	0.035	0.0	0.063	115	115					
29	30c95c6a1841786b59d7e8706407c5a4	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q37_i1 UpdateRadioButton	0.4348	0.0	0.5739	43.4783	0.0	56.5217	0.035	0.0	0.08	115	115					
30	2ca49531f22fca0c82202c300fb4d844	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q38_i1 UpdateRadioButton	0.6522	0.0	0.4	62.6087	0.0	37.3913	0.035	0.0	0.056	115	115					
31	a254059fdf7533b4bfaf3ca90fbf93ac	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q39_i1 UpdateRadioButton	0.4957	0.0	0.5304	47.8261	0.0	52.1739	0.035	0.0	0.074	115	115					
32	6966dd5b4c0a9bd7b7822f61277a7f11	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q3_i1 UpdateRadioButton	0.2906	0.0	0.7521	26.4957	0.0	73.5043	0.034	0.0	0.121	117	117					
33	93e643b0fb57bf6580f2c067ba003570	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q40_i1 UpdateRadioButton	0.5478	0.0	0.4609	54.7826	0.0	45.2174	0.035	0.082	0.0	115	115					
34	0c3b0a4d0caf41d98851987f95dea94b	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q4_i1 UpdateRadioButton	0.1624	0.0	0.8376	16.2393	0.0	83.7607	0.034	0.0	0.204	117	117					
35	a2a6185291b20ff24adee698ae3d1fb7	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q5_i1 UpdateRadioButton	0.2414	0.0	0.7845	23.2759	0.0	76.7241	0.034	0.0	0.155	116	116					
36	b8b4a5ad2756d5b7da36b885acb7452f	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q6_i1 UpdateRadioButton	0.3621	0.0	0.7069	32.7586	0.0	67.2414	0.034	0.0	0.116	116	116					
37	c0510e4f1436e26b84748e7c75b08c6f	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q7_i1 UpdateRadioButton	0.0948	0.0	0.9052	9.4828	0.0	90.5172	0.034	0.0	0.362	116	116					
38	de9f228ac28a11ae09e22a6eaa4e08ac	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q8_i1 UpdateRadioButton	0.2414	0.0	0.8103	20.6897	0.0	79.3103	0.034	0.0	0.172	116	116					
39	587cbc78de9ee059110d7ef884a2203a	(sequence) Introduction to Biological Principles, (module) Biology Post-Test	bio	8.0	q9_i1 UpdateRadioButton	0.4655	0.0	0.6466	38.7931	0.0	61.2069	0.034	0.055	0.0	116	116					
40	3b862939ebddb27b926ec07904d51ade	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q10_i1 UpdateRadioButton	0.6888	0.0	0.3112	68.8811	0.0	31.1189	5.982	4.584	6.859	286	286					
41	c3e677964ace5287025793b1ccbc7fd6	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q11_i1 UpdateRadioButton	0.7203	0.0	0.2797	72.028	0.0	27.972	5.982	5.803	6.026	286	286					
42	7b4903a0b7aee9f394105f2ecc1fc11c	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q12_i1 UpdateRadioButton	0.5594	0.0	0.4406	55.9441	0.0	44.0559	5.982	4.354	7.202	286	286					
43	adc381f64ca890916f3f6771ca43822b	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q13_i1 UpdateRadioButton	0.6364	0.0	0.3636	63.6364	0.0	36.3636	5.982	4.492	6.917	286	286					
44	e1ed1fbf6242695e2f5378c9372e69bc	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q14_i1 UpdateRadioButton	0.6608	0.0	0.3392	66.0839	0.0	33.9161	5.982	2.388	7.32	286	286					
45	d414ca08fae41fc3dc9e6bfbda279cb2	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q15_i1 UpdateRadioButton	0.6853	0.0	0.3147	68.5315	0.0	31.4685	5.982	2.975	7.36	286	286					
46	817abeaa0eeda36926d9ba1156186d99	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q16_i1 UpdateRadioButton	0.7657	0.0	0.2343	76.5734	0.0	23.4266	5.982	3.778	6.634	286	286					
47	12676ec5f205cd1b2fe0139ca3147a72	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q17_i1 UpdateRadioButton	0.3951	0.0	0.6049	39.5105	0.0	60.4895	5.982	5.02	6.839	286	286					
48	5ec59886def6a6facfc214b96e8a839e	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q18_i1 UpdateRadioButton	0.6084	0.0	0.3916	60.8392	0.0	39.1608	5.982	3.885	7.298	286	286					
49	93e194b7b5062598e8c129e9be5f6351	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q19_i1 UpdateRadioButton	0.7168	0.0	0.2832	71.6783	0.0	28.3217	5.982	4.187	6.86	286	286					
50	2c806e1cd33274a4557ee3c35bb8f21a	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q1_i1 UpdateRadioButton	0.7692	0.0	0.2308	76.9231	0.0	23.0769	5.982	3.472	6.916	286	286					
51	1fafc006de300eb2cc576fb19354e40b	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q20_i1 UpdateRadioButton	0.7203	0.0	0.2797	72.028	0.0	27.972	5.982	3.325	7.458	286	286					
52	9e744e1f6ebd3b20f4b5649e50fe7f46	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q21_i1 UpdateRadioButton	0.4161	0.0	0.5839	41.6084	0.0	58.3916	5.982	4.959	7.196	286	286					
53	112ff0585cd3ded4738cbc7126bee0a4	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q22_i1 UpdateRadioButton	0.5245	0.0	0.4755	52.4476	0.0	47.5524	5.982	4.372	7.055	286	286					
54	b14d7311f989aa41621e41ee5e396939	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q23_i1 UpdateRadioButton	0.6434	0.0	0.3566	64.3357	0.0	35.6643	5.982	4.043	6.93	286	286					
55	041f4bd5a5140437c36bffbcac344418	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q24_i1 UpdateRadioButton	0.7622	0.0	0.2378	76.2238	0.0	23.7762	5.982	4.169	6.707	286	286					
56	c0407a9bfd643a19b29c218d5f46dd81	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q25_i1 UpdateRadioButton	0.5909	0.0	0.4091	59.0909	0.0	40.9091	5.982	4.486	6.979	286	286					
57	93483608911882962e0f2a3e702c82cd	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q26_i1 UpdateRadioButton	0.6294	0.0	0.3706	62.9371	0.0	37.0629	5.982	4.543	6.781	286	286					
58	0a10c28a95f3b6579c05afdc37048e3b	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q27_i1 UpdateRadioButton	0.6783	0.0	0.3217	67.8322	0.0	32.1678	5.982	4.708	6.689	286	286					
59	4d6622f2a5c568f8b369343620c2e0ed	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q28_i1 UpdateRadioButton	0.6294	0.0	0.3706	62.9371	0.0	37.0629	5.982	3.122	8.126	286	286					
60	e20ca5681f53b287885ad6d7c6461f72	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q29_i1 UpdateRadioButton	0.5385	0.0	0.4615	53.8462	0.0	46.1538	5.982	5.408	6.589	286	286					
61	957693a076f5a5c24f7dc84851a4eff3	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q2_i1 UpdateRadioButton	0.4685	0.0	0.5315	46.8531	0.0	53.1469	5.982	3.588	8.116	286	286					
62	eaf86e2134a6f36c7ad7516ad20f5dbb	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q30_i1 UpdateRadioButton	0.6119	0.0	0.3881	61.1888	0.0	38.8112	5.982	3.554	7.506	286	286					
63	2b258671b5a6b586f927da216a75af6b	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q31_i1 UpdateRadioButton	0.5839	0.0	0.4161	58.3916	0.0	41.6084	5.982	3.661	7.353	286	286					
64	8840c575c9b6bbb57753e09d5b2bfab4	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q32_i1 UpdateRadioButton	0.6154	0.0	0.3846	61.5385	0.0	38.4615	5.982	3.421	7.689	286	286					
65	54627d796a4d4e15c404373a17a735c6	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q33_i1 UpdateRadioButton	0.6958	0.0	0.3042	69.5804	0.0	30.4196	5.982	2.194	7.393	286	286					
66	9c441e0940afb2aefcc4927aedffb25d	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q34_i1 UpdateRadioButton	0.5385	0.0	0.4615	53.8462	0.0	46.1538	5.982	3.485	7.854	286	286					
67	b3482ac2b48c974317c58ad792117eba	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q35_i1 UpdateRadioButton	0.5385	0.0	0.4615	53.8462	0.0	46.1538	5.982	5.516	6.373	286	286					
68	43fa274d75b23c7575073c9378273571	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q36_i1 UpdateRadioButton	0.7483	0.0	0.2517	74.8252	0.0	25.1748	5.982	4.981	6.471	286	286					
69	5d30520c86aed5ffecddca3060a474db	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q37_i1 UpdateRadioButton	0.7692	0.0	0.2308	76.9231	0.0	23.0769	5.982	3.876	6.605	286	286					
70	1dd02c3647b76fc9d30fe2e2d3cf1119	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q38_i1 UpdateRadioButton	0.7238	0.0	0.2762	72.3776	0.0	27.6224	5.982	5.637	6.198	286	286					
71	e2f13d6115d765cd47d50e8478c47c7e	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q39_i1 UpdateRadioButton	0.6329	0.0	0.3671	63.2867	0.0	36.7133	5.982	4.464	6.677	286	286					
72	105eb43460a062f2eda4eb23813cc3a6	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q3_i1 UpdateRadioButton	0.5944	0.0	0.4056	59.4406	0.0	40.5594	5.982	4.153	7.275	286	286					
73	121b2bc18787a954055485b7931d3244	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q40_i1 UpdateRadioButton	0.7343	0.0	0.2657	73.4266	0.0	26.5734	5.982	4.876	6.309	286	286					
74	6f6b1829bd49aa44d1f25cc3e5265811	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q4_i1 UpdateRadioButton	0.2937	0.0	0.7063	29.3706	0.0	70.6294	5.982	5.195	7.816	286	286					
75	86ffd0353ac4f86b30e6b2fc9f0c408a	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q5_i1 UpdateRadioButton	0.4196	0.0	0.5804	41.958	0.0	58.042	5.982	4.626	7.79	286	286					
76	853d509fa9f770c805d1dccc74f478dd	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q6_i1 UpdateRadioButton	0.6818	0.0	0.3182	68.1818	0.0	31.8182	5.982	4.416	6.799	286	286					
77	03f9fa1d276058b1ae5853e9dc5bfa2c	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q7_i1 UpdateRadioButton	0.3252	0.0	0.6748	32.5175	0.0	67.4825	5.982	4.753	8.06	286	286					
78	c7de4637b1d45e89f66e7d10d4f1c858	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q8_i1 UpdateRadioButton	0.5594	0.0	0.4406	55.9441	0.0	44.0559	5.982	2.828	8.488	286	286					
79	995de1af954f78fc19d68423fd813c42	(sequence) Introduction to Biological Principles, (module) Biology Pre-Test	bio	27.0	q9_i1 UpdateRadioButton	0.7028	0.0	0.2972	70.2797	0.0	29.7203	5.982	3.325	6.834	286	286					
80	661d5c3c07d5447f49cd6acaecb962b4	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q10_i1 UpdateRadioButton	0.0463	0.0	0.9537	4.6296	0.0	95.3704	0.747	0.728	1.133	108	108					
81	9c62d03f14d47c1e63dd2f37f3c1dc3b	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q11_i1 UpdateShortAnswer	0.0185	0.0	0.9815	1.8519	0.0	98.1481	0.747	0.722	2.049	108	108					
82	5af8a738c4a30a261a1777092bd159cb	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q12_i1 UpdateRadioButton	0.0278	0.0	0.9722	2.7778	0.0	97.2222	0.747	0.724	1.549	108	108					
83	79c75edfe7efcc5e494f0da5b159fa5b	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q13_i1 UpdateRadioButton	0.6296	0.0	0.3704	62.963	0.0	37.037	0.747	0.694	0.778	108	108					
84	7fd1914ee7a38ff7e4e4bb9df7012e8f	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q13b_i1 UpdateShortAnswer	0.6667	0.0	0.3333	66.6667	0.0	33.3333	0.747	0.712	0.764	108	108					
85	3018911c8b37d7caff6253df1ebda1a6	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q14_i1 UpdateRadioButton	0.0185	0.0	0.9815	1.8519	0.0	98.1481	0.747	0.722	2.049	108	108					
86	b2ec90197e72c8fd7f162d1d039a5546	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q15_i1 UpdateRadioButton	0.0278	0.0	0.9722	2.7778	0.0	97.2222	0.747	0.727	1.431	108	108					
87	40bd54928235dabb4aa2e4d396b1bae6	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q16_i1 UpdateShortAnswer	0.0185	0.0	0.9815	1.8519	0.0	98.1481	0.747	0.722	2.049	108	108					
88	8ff74481c60f51b031c8cef90e7968f6	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q17_i1 UpdateRadioButton	0.0556	0.0	0.9444	5.5556	0.0	94.4444	0.747	0.726	1.092	108	108					
89	068a362f40516c386bfcb9500bbc1ee6	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q18_i1 UpdateShortAnswer	0.0278	0.0	0.9722	2.7778	0.0	97.2222	0.747	0.724	1.542	108	108					
90	9f0faf29c684327f749ab0d5439ca4a5	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q19a_i1 UpdateRadioButton	0.0278	0.0	0.9722	2.7778	0.0	97.2222	0.747	0.722	1.601	108	108					
91	ab4390647ba8e175721388d0ea781a84	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q19b_i1 UpdateRadioButton	0.037	0.0	0.963	3.7037	0.0	96.2963	0.747	0.726	1.299	108	108					
92	f882d2233cd2e0be8769253e15254e6f	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q19c_i1 UpdateRadioButton	0.037	0.0	0.963	3.7037	0.0	96.2963	0.747	0.723	1.368	108	108					
93	adbf6b5cce76e3ab5ad45e4fd7dc6209	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q19d_i1 UpdateRadioButton	0.0185	0.0	0.9815	1.8519	0.0	98.1481	0.747	0.722	2.049	108	108					
94	348f971dfd1e3a739063eea3c03bdf52	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q19e_i1 UpdateRadioButton	0.0185	0.0	0.9815	1.8519	0.0	98.1481	0.747	0.722	2.049	108	108					
95	8c1cbeeeeda96987ad301e4351cd5e48	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q1_i1 UpdateRadioButton	0.0185	0.0	0.9815	1.8519	0.0	98.1481	0.747	0.745	0.853	108	108					
96	a2e9a402abdea0d2cd8e37eca7900c08	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q20_i1 UpdateRadioButton	0.0278	0.0	0.9722	2.7778	0.0	97.2222	0.747	0.724	1.549	108	108					
97	3499702de3270a485ab263706bc90788	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q21_i1 UpdateRadioButton	0.463	0.0	0.537	46.2963	0.0	53.7037	0.747	0.733	0.763	108	108					
98	28ae4d9fe1d2302f6b5bfc1d0cc6af68	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q22_i1 UpdateRadioButton	0.0463	0.0	0.9537	4.6296	0.0	95.3704	0.747	0.726	1.176	108	108					
99	b581e85a8b47df106fc111f9dff406ef	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q23_i1 UpdateRadioButton	0.0463	0.0	0.9537	4.6296	0.0	95.3704	0.747	0.724	1.212	108	108					
100	651cfd1bed03fbdb6f938404380fb28f	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q24_i1 UpdateRadioButton	0.0648	0.0	0.9352	6.4815	0.0	93.5185	0.747	0.707	1.317	108	108					
101	bb28bd9efac9891f36c4b6ba707e80ab	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q25_i1 UpdateShortAnswer	0.5278	0.0	0.4722	52.7778	0.0	47.2222	0.747	0.722	0.769	108	108					
102	96b3a2ec72f4a550ec953c7052d25e94	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q26_i1 UpdateRadioButton	0.0278	0.0	0.9722	2.7778	0.0	97.2222	0.747	0.724	1.549	108	108					
103	0d42fed77753b58b39a5dc100b89b35b	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q27a_i1 UpdateRadioButton	0.037	0.0	0.963	3.7037	0.0	96.2963	0.747	0.723	1.363	108	108					
104	6429ea1b9a58750c0c965346954fbed0	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q27b_i1 UpdateRadioButton	0.037	0.0	0.963	3.7037	0.0	96.2963	0.747	0.725	1.324	108	108					
105	790d5624bf96c57df447facfe42ff63d	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q27c_i1 UpdateRadioButton	0.037	0.0	0.963	3.7037	0.0	96.2963	0.747	0.722	1.378	108	108					
106	386c150b97031ef0f926ba25a7b34327	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q27d_i1 UpdateRadioButton	0.0278	0.0	0.9722	2.7778	0.0	97.2222	0.747	0.724	1.549	108	108					
107	62de320741ec180d9226ee946a30d6c0	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q27e_i1 UpdateRadioButton	0.037	0.0	0.963	3.7037	0.0	96.2963	0.747	0.731	1.162	108	108					
108	0ccb9477d03df4332a1941c22ae68272	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q27f_i1 UpdateRadioButton	0.0185	0.0	0.9815	1.8519	0.0	98.1481	0.747	0.722	2.049	108	108					
109	174912b89b20f736e1c6d4a0efe77051	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q27g_i1 UpdateRadioButton	0.0278	0.0	0.9722	2.7778	0.0	97.2222	0.747	0.723	1.569	108	108					
110	1812fe8a60b1aabd5f5593327a24514f	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q27h_i1 UpdateRadioButton	0.0463	0.0	0.9537	4.6296	0.0	95.3704	0.747	0.711	1.49	108	108					
111	01333f7e58c97fe0837b11c347395b87	(sequence) Introduction to Biological Principles, (module) Biology Student Survey	survey	2.0	q27j_i1 UpdateRadioButton	0.0185	0.0	0.9815	1.8519	0.0	98.1481	0.747	0.722	2.049	108	108					
