	Step ID	Problem Hierarchy	Problem Name	Max Problem View	Step Name	Avg Incorrects	Avg Hints	Avg Corrects	% First Attempt Incorrects	% First Attempt Hints	% First Attempt Corrects	Avg Step Duration (sec)	Avg Correct Step Duration (sec)	Avg Error Step Duration (sec)	Total Students	Total Opportunities	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)
23	23a2a595a0e08561e6e24260fef90b4b	(sequence) Introduction to Programming with Python, (module) Logic	mc_propositional_formulae_4	3.0	q1_i1 UpdateRadioButton	0.8333	0.0	0.6667	66.6667	0.0	33.3333	8.833	6.0	10.25	4	6	Operator Precedence	logical implication	logical operators					
24	49e9ec07eb829b6c0704e40c5e22db4c	(sequence) Introduction to Programming with Python, (module) Logic	mc_variables_and_connectives_1	4.0	q1_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	0.0	0.0		4	4	Logical Operators	logical exclusive OR						
25	c36bc67068b4ddc0925e9e3e13bd4ef7	(sequence) Introduction to Programming with Python, (module) Logic	mc_variables_and_connectives_1	5.0	q2_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	0.0	0.0		4	4	logical equivalence	logical implication	Logical Operators					
26	5ce5c826baa144a6dd62976e86b8923c	(sequence) Introduction to Programming with Python, (module) Logic	mc_variables_and_connectives_1	4.0	q3_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	0.0	0.0		3	3	Logical Negation	multiple choice selection	reading comprehension 2	Logical Operators				
27	e0052e5c4effff65b62ae100f53d0939	(sequence) Introduction to Programming with Python, (module) Logic	mc_variables_and_connectives_1	5.0	q4_i1 UpdateRadioButton	0.3333	0.0	1.0	33.3333	0.0	66.6667	2.0	2.0	2.0	3	3	conjunction and disjunction	Logical Operators						
28	bd8136a9594d8fd4840331a57926f6e7	(sequence) Introduction to Programming with Python, (module) Logic	mc_variables_and_connectives_1	6.0	q5_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	0.0	0.0		3	3	Logical Operators							
29	6ac3507a596847c867156409757bf1df	(sequence) Introduction to Programming with Python, (module) Logic	mc_variables_and_connectives_1	7.0	q6_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	1.0	1.0		3	3	logical implication	logical operators	Logical Operators					
30	11548cf8a946620c0f65e78386990263	(sequence) Introduction to Programming with Python, (module) Logic	mc_variables_and_connectives_2	4.0	q1_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	10.0	10.0		4	4	logical equivalence	logical implication	Logical Operators					
31	3dcff461c28331d47294b256ecc227c4	(sequence) Introduction to Programming with Python, (module) Logic	mc_variables_and_connectives_2	4.0	q2_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	22.5	22.5		4	4	logical implication	conjunction and disjunction	logical exclusive OR	Boolean expression creation				
32	428814a35861447accef5b4cfddd5db6	(sequence) Introduction to Programming with Python, (module) Logic	mc_variables_and_connectives_2	6.0	q3_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	0.0	0.0		4	4	logical implication	Logical Operators						
33	c16e8e81034fa4a1813e61dbacfc8257	(sequence) Introduction to Programming with Python, (module) Logic	mc_variables_and_connectives_2	7.0	q4_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	0.0	0.0		4	4	logical implication	Logical Negation	Logical Operators	Boolean expression creation				
34	41253f117624fc7421fb95b11717cf73	(sequence) Introduction to Programming with Python, (module) Logic	ordering_normal_form_1	2.0	ordering_normal_form_2 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	0.0	0.0		1	1	drag and drop functionality	Logical Operators	Disjunctive Normal Form	logical equivalence rules	Disjunctive Normal Form			
35	0ccf04c6f9ab2ea83776c7667f3d4c2e	(sequence) Introduction to Programming with Python, (module) Logic	ordering_propositional_formulae_1	3.0	ordering_propositional_formulae1_1 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	0.0	0.0		3	3	drag and drop functionality	Drag and Drop Interface	Understanding connectives					
36	fdd2a48ff0598f66ac6cb37f9e1b84f8	(sequence) Introduction to Programming with Python, (module) Logic	ordering_propositional_formulae_1	3.0	ordering_propositional_formulae1_2 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	4.0	4.0		3	3	drag and drop functionality	Understanding connectives						
37	dc3e08742f54452003216305ad51b3e0	(sequence) Introduction to Programming with Python, (module) Logic	ordering_propositional_formulae_1	3.0	ordering_propositional_formulae1_3 UpdateComboBox	0.3333	0.0	1.0	33.3333	0.0	66.6667	6.0	2.5	13.0	3	3	drag and drop functionality	Understanding connectives						
38	1084a399e72ac8bfa3ca6420b60da630	(sequence) Introduction to Programming with Python, (module) Logic	ordering_propositional_formulae_1	3.0	ordering_propositional_formulae1_4 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	2.667	2.667		3	3	Drag and Drop Interface	Understanding connectives	Likert Scale Understanding					
39	b814349410679616d16a09ec0c1b10df	(sequence) Introduction to Programming with Python, (module) Logic	ordering_propositional_formulae_1	3.0	ordering_propositional_formulae1_5 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	2.667	2.667		3	3	Drag and Drop Interface	Multiple choice selection	Understanding connectives	Logical Reasoning				
40	3706bde7b220726b87a4af8cfb405876	(sequence) Introduction to Programming with Python, (module) Logic	ordering_simplification_2	4.0	ordering_simplification2_1 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	0.0	0.0		1	1	conjunction and disjunction	Logical Negation	logical equivalence rules					
41	5f48419c8f58cf203e24a36c85fbfa01	(sequence) Introduction to Programming with Python, (module) Logic	ordering_simplification_2	4.0	ordering_simplification2_2 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	5.0	5.0		1	1	Drag and Drop Interface	Logical Negation	logical equivalence rules					
42	4cc3a520199b900f9fbce5175b3deb85	(sequence) Introduction to Programming with Python, (module) Logic	ordering_simplification_2	4.0	ordering_simplification2_3 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	16.0	16.0		1	1	conjunction and disjunction	Logical Negation	logical equivalence rules					
43	b567c11f50452595367f5c09a283d0a9	(sequence) Introduction to Programming with Python, (module) Logic	ordering_simplification_2	4.0	ordering_simplification2_4 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	230.0	230.0		1	1	logical operators	De Morgan's Law	logical equivalence rules					
44	f8e1c7738c5f29c790a58b0c70ce5ca2	(sequence) Introduction to Programming with Python, (module) Logic	ordering_simplification_2	4.0	ordering_simplification2_5 UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	2.0	2.0		1	1	logical equivalence	Logical Negation	logical equivalence rules					
45	1055d6783d6fc447b8a83fab45211ba9	(sequence) Introduction to Programming with Python, (module) Logic	truth1	1.0	truthtable1_tt1 truthtable1_tt2 truthtable1_tt3 truthtable1_tt4 truthtable1_tt5 truthtable1_tt6 truthtable1_tt7 truthtable1_tt8 UpdateComboBox	1.0	0.0	0.6667	100.0	0.0	0.0	52.416		52.416	3	3								
46	7d3f41a9e4ea220434b5e7d9003747c3	(sequence) Introduction to Programming with Python, (module) Logic	truth2	1.0	truthtable2_tt11 truthtable2_tt12 truthtable2_tt14 truthtable2_tt15 truthtable2_tt17 truthtable2_tt18 truthtable2_tt2 truthtable2_tt20 truthtable2_tt21 truthtable2_tt23 truthtable2_tt24 truthtable2_tt3 truthtable2_tt5 truthtable2_tt6 truthtable2_tt8 truthtable2_tt9 UpdateComboBox	1.0	0.0	0.0	100.0	0.0	0.0				1	1								
47	d53a32ceb96119024a9e93dcb654915e	(sequence) Introduction to Programming with Python, (module) Logic	watson_tutor_2_inline	3.0	q1_A UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	94.0	94.0		3	3	truth tables	Logical Operators						
48	e4899b036ba659a958c06b5872c5c1f9	(sequence) Introduction to Programming with Python, (module) Logic	watson_tutor_2_inline	3.0	q1_B UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	7.667	7.667		3	3	logical implication	truth tables	Logical Operators					
49	98d9bdb69eb3541bd49da8b6859a94e0	(sequence) Introduction to Programming with Python, (module) Logic	watson_tutor_2_inline	3.0	q1_C UpdateComboBox	1.0	0.0	1.0	33.3333	0.0	66.6667	27.667	20.5	42.0	3	3	De Morgan's Law	truth tables	Logical Operators					
50	711c540d8d30f37cfb3a1c2a5ddacae6	(sequence) Introduction to Programming with Python, (module) Logic	watson_tutor_2_inline	3.0	q1_D UpdateComboBox	0.0	0.0	1.0	0.0	0.0	100.0	14.333	14.333		3	3	De Morgan's Law	truth tables						
51	898b83fa196726329365322250c5951b	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	Unknown	0.3793	0.0	1.6207	24.1379	0.0	75.8621	4.771	6.551	0.195	29	29								
52	e5282f42e51dbdbed9e5285a45c3807a	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q10_i1 UpdateTextField	0.069	0.0	0.931	6.8966	0.0	93.1034	2.386	2.064	6.079	29	29	function call	function definition 1	print function	conditional statements	comparison operators			
53	b78b9172e2b860dfc85523b36cb1eeac	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q11_i1 UpdateTextField	0.0	0.0	1.0	0.0	0.0	100.0	2.386	2.386		29	29	inequality operator	Arithmetic Operations 1						
54	dd3635c6f97caf35dbb22e0e36994bf0	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q12_i1 UpdateTextField	0.0345	0.0	0.9655	3.4483	0.0	96.5517	2.386	1.584	21.632	29	29	logical equivalence	Operator Precedence	True/False Questions	Arithmetic Operations 1				
55	883f3c6223a5c5b380883ddf93ff11c8	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q13_cond1 q13_cond2 UpdateTextField	0.5517	0.0	0.4483	55.1724	0.0	44.8276	2.386	1.144	3.361	29	29								
56	72c5b8a202ae92e16c76e0e105ba272a	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q14_i1 UpdateTextField	0.2759	0.0	0.7241	27.5862	0.0	72.4138	2.386	0.889	5.566	29	29	loop termination condition	list_iteration	return statement	conditional check	Identify the Requirement			
57	f04ff6db7ef43b3fc3f2f16c049d7b8b	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q15_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	2.386	2.386		29	29	linear search concept	Identify the Requirement						
58	98cc64dba37139d71f7f38b7e9cfbf1b	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q16_cond1 q16_cond2 UpdateTextField	0.2414	0.0	0.7586	24.1379	0.0	75.8621	2.386	1.978	3.677	29	29								
59	ac35939996629587279f9f0ea795067c	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q17_i1 UpdateRadioButton	0.1724	0.0	0.8276	17.2414	0.0	82.7586	2.386	2.711	0.0	29	29	multiplication operation	For loop iteration	print function	range function				
60	a0fd5e171aabaf4505b2938507a576cc	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q1_i1 UpdateRadioButton	0.069	0.0	0.931	6.8966	0.0	93.1034	2.386	2.593	0.0	29	29	Python data types	Data Types						
61	4ecf7c045fff58de70c5d244a8b3c598	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q2_i1 UpdateNumberField	0.0345	0.0	0.9655	3.4483	0.0	96.5517	2.386	1.531	22.895	29	29	variable assignment	assignment execution order	Variable accumulation					
62	340ca784fdd8443d291ddffbb0a79ec9	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q3_i1 UpdateTextField	0.069	0.0	0.931	6.8966	0.0	93.1034	2.386	2.593	0.0	29	29	Square calculation	print function	function call	Python function definition				
63	aef22793765751990a3909147b9e2577	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q4_i1 UpdateNumberField	0.2759	0.0	0.7241	27.5862	0.0	72.4138	2.386	2.112	3.09	29	29	Function Definition	Pythagorean triple definition						
64	7c883255b463cb30a8736d3d8b40f31d	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q5_i1 UpdateTextField	0.4483	0.0	0.5517	44.8276	0.0	55.1724	2.386	2.684	2.006	29	29	return statement							
65	157196e7dad364ef6c49eb1453306b02	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q6_i1 UpdateRadioButton	0.2069	0.0	0.7931	20.6897	0.0	79.3103	2.386	2.158	4.053	29	29	range function	For loop iteration	variable update					
66	ae99102776dcee14be8b25f2a1589b89	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q7_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	2.386	2.386		29	29	interval notation	range function						
67	165d0b4462f8005117fa25c1a7e22129	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q8_i1 UpdateTextField	0.0	0.0	1.0	0.0	0.0	100.0	2.386	2.386		29	29	list indexing	Index-based access						
68	7fce486f6568b47ace5870708dae6066	(sequence) Introduction to Programming with Python, (module) Principles of Computation Post-Test	principles_pretest_a	6.0	q9_i1 UpdateRadioButton	0.0345	0.0	0.9655	3.4483	0.0	96.5517	2.386	2.485	0.0	29	29	For loop iteration	loop termination condition	while loop condition					
69	7c782d893af94a806f7708488c9d82bf	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	Unknown	1.7143	0.0	0.2857	77.551	0.0	22.449	30.413	47.261	28.115	49	49								
70	99fca23ee3d16d1590650836c1b55161	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q10_i1 UpdateTextField	0.2857	0.0	0.7143	28.5714	0.0	71.4286	15.206	17.135	12.312	49	49	function call	function definition 1	print function	conditional statements	comparison operators			
71	200fe4e9298b76d545c0aca9ed06a8e6	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q11_i1 UpdateTextField	0.5306	0.0	0.4694	53.0612	0.0	46.9388	15.206	18.18	13.807	49	49	inequality operator	Arithmetic Operations 1						
72	3472392dcffb38933133cbc43b6a3643	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q12_i1 UpdateTextField	0.5918	0.0	0.4082	59.1837	0.0	40.8163	15.206	17.378	14.184	49	49	logical equivalence	Operator Precedence	True/False Questions	Arithmetic Operations 1				
73	ee8ba13141f8397dbbe9723c215e88e3	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q13_cond1 q13_cond2 UpdateTextField	0.551	0.0	0.449	55.102	0.0	44.898	15.206	15.57	14.921	49	49								
74	b183eb1cc731ee74b5ecb7fa9ffe429a	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q14_i1 UpdateTextField	0.8571	0.0	0.1429	85.7143	0.0	14.2857	15.206	15.87	15.116	49	49	loop termination condition	list_iteration	return statement	conditional check	Identify the Requirement			
75	9eea88f0146ca985c8b7a9addc371ed2	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q15_i1 UpdateRadioButton	0.3673	0.0	0.6327	36.7347	0.0	63.2653	15.206	15.983	14.364	49	49	linear search concept	Identify the Requirement						
76	b9f2e3bcafdf3eaaef02e278ec895826	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q16_cond1 q16_cond2 UpdateTextField	0.551	0.0	0.449	55.102	0.0	44.898	15.206	11.044	17.165	49	49								
77	5c32509fa0277d5844441ffe181e81b2	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q17_i1 UpdateRadioButton	0.449	0.0	0.551	44.898	0.0	55.102	15.206	16.546	13.755	49	49	multiplication operation	For loop iteration	print function	range function				
78	80e9ee7fd1f195881f0fe8074cc80dc5	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q1_i1 UpdateRadioButton	0.5102	0.0	0.4898	51.0204	0.0	48.9796	15.206	16.156	14.672	49	49	Python data types	Data Types						
79	9236ec3e4d5f4ba2c2cf3ddd7ac7f9c4	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q2_i1 UpdateNumberField	0.551	0.0	0.449	55.102	0.0	44.898	15.206	17.445	14.153	49	49	variable assignment	assignment execution order	Variable accumulation					
80	f76c95763f4c7fd42915584b35c93fb5	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q3_i1 UpdateTextField	0.2857	0.0	0.7143	28.5714	0.0	71.4286	15.206	15.979	14.046	49	49	Square calculation	print function	function call	Python function definition				
81	3e39a4e4f333287f724794fe7feb679b	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q4_i1 UpdateNumberField	0.551	0.0	0.449	55.102	0.0	44.898	15.206	14.967	15.511	49	49	Function Definition	Pythagorean triple definition						
82	7e2169a401a8c09bac64ae81e697e94d	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q5_i1 UpdateTextField	0.8776	0.0	0.1224	87.7551	0.0	12.2449	15.206	23.842	14.846	49	49	return statement							
83	261531d5f8dc841eb7de36b81d0279b9	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q6_i1 UpdateRadioButton	0.449	0.0	0.551	44.898	0.0	55.102	15.206	14.82	15.563	49	49	range function	For loop iteration	variable update					
84	5a68846de761682b2691f95e8ede96fc	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q7_i1 UpdateRadioButton	0.3265	0.0	0.6735	32.6531	0.0	67.3469	15.206	19.045	8.382	49	49	interval notation	range function						
85	3701347976d6b2588d0c4d20b505f502	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q8_i1 UpdateTextField	0.551	0.0	0.449	55.102	0.0	44.898	15.206	18.458	13.676	49	49	list indexing	Index-based access						
86	2c92a91b0d204c3fa852c39d8c4ca2a2	(sequence) Introduction to Programming with Python, (module) Principles of Computation Pre-Test	principles_pretest_a	2.0	q9_i1 UpdateRadioButton	0.4694	0.0	0.5306	46.9388	0.0	53.0612	15.206	20.774	10.831	49	49	For loop iteration	loop termination condition	while loop condition					
87	c14e9f222dced3bd6e04f1f7e99bed86	(sequence) Introduction to Programming with Python, (unit) Academic Integrity, (module) Overview, Policy and Prevention	u01_m01_p01_activity01	6.0	q1_i1 UpdateRadioButton	0.1351	0.1081	0.9189	10.8108	10.8108	78.3784	103.194	119.571	45.875	34	37	Types of medications							
88	69e6a1eabf7d561d52031ca91b9692ef	(sequence) Introduction to Programming with Python, (unit) Academic Integrity, (module) Overview, Policy and Prevention	u01_m01_p01_activity02	7.0	u01_m01_p01_activity_i1 UpdateRadioButton	0.2973	0.027	0.8919	21.6216	2.7027	75.6757	48.892	52.571	37.444	33	37	Role of Bystander							
89	5cd4a91d488b5c499fefa2e31a3c4b64	(sequence) Introduction to Programming with Python, (unit) Academic Integrity, (module) Overview, Policy and Prevention	u01_m01_p01_activity03	6.0	q1_A UpdateShortAnswer	0.0	0.2857	1.0714	0.0	28.5714	71.4286	88.821	99.55	62.0	28	28	employer hiring process							
90	7721b86b4d777c84c0ed596e882a6454	(sequence) Introduction to Programming with Python, (unit) Academic Integrity, (module) Overview, Policy and Prevention	u01_m01_p01_activity04	6.0	u01_m01_p01_activity_i1 UpdateRadioButton	0.1724	0.069	0.931	17.2414	6.8966	75.8621	38.172	38.682	36.571	27	29	Logical Reasoning	academic integrity						
91	77f9f169845b48f867090a66d2523f2c	(sequence) Introduction to Programming with Python, (unit) Academic Integrity, (module) Overview, Policy and Prevention	u01_m01_p01_activity05	7.0	u01_m01_p01_activity_i1 UpdateRadioButton	0.1724	0.0345	0.931	10.3448	3.4483	86.2069	16.276	16.84	12.75	27	29	academic integrity							
